,SKU,Quantity,Service Level,Price,Paper Type,Sides Printed,Size
728,FL-170S-VK-44,15000,saver,154.54,170gsilk,bothsides,carresmall
729,FL-170S-US-40,15000,standard,174.18,170gsilk,oneside,us
730,FL-170S-A4-40,15000,standard,494.76,170gsilk,oneside,a4
731,FL-170S-VK-44,15000,standard,173.24,170gsilk,bothsides,carresmall
732,FL-170S-A7-44,15000,standard,73.14,170gsilk,bothsides,a7
733,FL-170S-A4-40,15000,saver,426.35,170gsilk,oneside,a4
734,FL-170S-A4-44,15000,standard,525.94,170gsilk,bothsides,a4
735,FL-170S-A4-44,15000,saver,457.53,170gsilk,bothsides,a4
736,FL-170S-VK-40,20000,standard,211.6,170gsilk,oneside,carresmall
737,FL-170S-VG-40,20000,saver,416.44,170gsilk,oneside,carrelarge
738,FL-170S-A5-40,20000,saver,281.99,170gsilk,oneside,a5
739,FL-170S-VK-40,20000,saver,201.02,170gsilk,oneside,carresmall
740,FL-170S-VG-40,20000,standard,494.27,170gsilk,oneside,carrelarge
741,FL-170S-A5-40,20000,standard,327.06,170gsilk,oneside,a5
742,FL-170S-A7-44,20000,saver,79.36,170gsilk,bothsides,a7
743,FL-170S-A7-44,20000,standard,91.01,170gsilk,bothsides,a7
744,FL-170S-US-40,20000,standard,223.82,170gsilk,oneside,us
745,FL-170S-US-40,20000,saver,203.47,170gsilk,oneside,us
746,FL-170S-XL-44,20000,standard,455.39,170gsilk,bothsides,xlong
747,FL-170S-XL-44,20000,saver,433.31,170gsilk,bothsides,xlong
748,FL-170S-VK-44,20000,saver,177.14,170gsilk,bothsides,carresmall
749,FL-170S-VK-44,20000,standard,208.38,170gsilk,bothsides,carresmall
750,FL-170S-A6-40,20000,saver,161.49,170gsilk,oneside,a6
751,FL-170S-AL-40,20000,standard,195.95,170gsilk,oneside,along
752,FL-170S-A6-40,20000,standard,177.64,170gsilk,oneside,a6
753,FL-170S-AL-40,20000,saver,184.91,170gsilk,oneside,along
754,FL-170S-AL-44,20000,standard,195.95,170gsilk,bothsides,along
755,FL-170S-A7-40,20000,standard,83.71,170gsilk,oneside,a7
756,FL-170S-A7-40,20000,saver,79.13,170gsilk,oneside,a7
757,FL-170S-AL-44,20000,saver,184.91,170gsilk,bothsides,along
758,FL-170S-A4-44,20000,saver,593.23,170gsilk,bothsides,a4
759,FL-170S-A4-40,20000,standard,642.56,170gsilk,oneside,a4
760,FL-170S-A4-40,20000,saver,560.43,170gsilk,oneside,a4
761,FL-170S-A4-44,20000,standard,667.43,170gsilk,bothsides,a4
762,FL-170S-VM-40,20000,standard,247.64,170gsilk,oneside,carremedium
763,FL-170S-VM-40,20000,saver,235.13,170gsilk,oneside,carremedium
764,FL-170S-VG-44,20000,standard,529.71,170gsilk,bothsides,carrelarge
765,FL-170S-US-44,20000,saver,211.61,170gsilk,bothsides,us
766,FL-170S-US-44,20000,standard,232.77,170gsilk,bothsides,us
767,FL-170S-A5-44,20000,standard,336.28,170gsilk,bothsides,a5
768,FL-170S-A6-44,20000,standard,177.19,170gsilk,bothsides,a6
769,FL-170S-A6-44,20000,saver,151.62,170gsilk,bothsides,a6
770,FL-170S-A5-44,20000,saver,290.71,170gsilk,bothsides,a5
771,FL-170S-XL-40,20000,saver,433.31,170gsilk,oneside,xlong
772,FL-170S-VG-44,20000,saver,452.47,170gsilk,bothsides,carrelarge
773,FL-170S-XL-40,20000,standard,455.39,170gsilk,oneside,xlong
774,FL-170S-VM-44,20000,standard,256.95,170gsilk,bothsides,carremedium
775,FL-170S-VM-44,20000,saver,234.59,170gsilk,bothsides,carremedium
776,FL-170S-VG-44,25000,standard,641.83,170gsilk,bothsides,carrelarge
777,FL-170S-VG-44,25000,saver,565.38,170gsilk,bothsides,carrelarge
778,FL-170S-A6-44,25000,saver,201.97,170gsilk,bothsides,a6
779,FL-170S-A6-44,25000,standard,223.36,170gsilk,bothsides,a6
780,FL-170S-VK-44,25000,saver,237.52,170gsilk,bothsides,carresmall
781,FL-170S-VK-44,25000,standard,272.24,170gsilk,bothsides,carresmall
782,FL-170S-VM-44,25000,standard,330.07,170gsilk,bothsides,carremedium
783,FL-170S-VM-44,25000,saver,291.64,170gsilk,bothsides,carremedium
784,FL-170S-XL-44,25000,saver,508.75,170gsilk,bothsides,xlong
785,FL-170S-XL-44,25000,standard,543.71,170gsilk,bothsides,xlong
786,FL-170S-A6-40,25000,saver,196.02,170gsilk,oneside,a6
787,FL-170S-A6-40,25000,standard,215.63,170gsilk,oneside,a6
788,FL-170S-XL-40,25000,standard,543.71,170gsilk,oneside,xlong
789,FL-170S-XL-40,25000,saver,508.75,170gsilk,oneside,xlong
790,FL-170S-VG-40,25000,saver,525.09,170gsilk,oneside,carrelarge
791,FL-170S-VK-40,25000,standard,258.63,170gsilk,oneside,carresmall
792,FL-170S-VM-40,25000,saver,281.07,170gsilk,oneside,carremedium
793,FL-170S-VK-40,25000,saver,245.7,170gsilk,oneside,carresmall
794,FL-170S-AL-40,25000,saver,199.63,170gsilk,oneside,along
795,FL-170S-US-40,25000,saver,252.37,170gsilk,oneside,us
796,FL-170S-US-40,25000,standard,277.61,170gsilk,oneside,us
797,FL-170S-A7-44,25000,saver,97.49,170gsilk,bothsides,a7
798,FL-170S-A7-44,25000,standard,114.7,170gsilk,bothsides,a7
799,FL-170S-A4-40,25000,saver,711.02,170gsilk,oneside,a4
800,FL-170S-A4-40,25000,standard,798.6,170gsilk,oneside,a4
801,FL-170S-VM-40,25000,standard,319.5,170gsilk,oneside,carremedium
802,FL-170S-A4-44,25000,saver,742.2,170gsilk,bothsides,a4
803,FL-170S-VG-40,25000,standard,612.66,170gsilk,oneside,carrelarge
804,FL-170S-A7-40,25000,saver,89.57,170gsilk,oneside,a7
805,FL-170S-US-44,25000,saver,262.46,170gsilk,bothsides,us
806,FL-170S-US-44,25000,standard,288.71,170gsilk,bothsides,us
807,FL-170S-A5-44,25000,saver,356.08,170gsilk,bothsides,a5
808,FL-170S-A5-44,25000,standard,417.4,170gsilk,bothsides,a5
809,FL-170S-AL-40,25000,standard,209.75,170gsilk,oneside,along
810,FL-170S-A7-40,25000,standard,104.2,170gsilk,oneside,a7
811,FL-170S-A5-40,25000,saver,355.86,170gsilk,oneside,a5
812,FL-170S-A5-40,25000,standard,406.46,170gsilk,oneside,a5
813,FL-170S-AL-44,25000,saver,199.63,170gsilk,bothsides,along
814,FL-170S-AL-44,25000,standard,209.75,170gsilk,bothsides,along
815,FL-170S-A4-44,25000,standard,829.66,170gsilk,bothsides,a4
816,FL-170S-VM-44,30000,standard,386.95,170gsilk,bothsides,carremedium
817,FL-170S-A5-44,30000,standard,498.48,170gsilk,bothsides,a5
818,FL-170S-VM-40,30000,standard,374.43,170gsilk,oneside,carremedium
819,FL-170S-A6-44,30000,saver,226.62,170gsilk,bothsides,a6
820,FL-170S-A6-44,30000,standard,266.62,170gsilk,bothsides,a6
821,FL-170S-VM-44,30000,saver,345.6,170gsilk,bothsides,carremedium
822,FL-170S-US-44,30000,standard,343.57,170gsilk,bothsides,us
823,FL-170S-VG-44,30000,saver,673.79,170gsilk,bothsides,carrelarge
824,FL-170S-VG-44,30000,standard,778.31,170gsilk,bothsides,carrelarge
825,FL-170S-VM-40,30000,saver,333.08,170gsilk,oneside,carremedium
826,FL-170S-US-44,30000,saver,312.33,170gsilk,bothsides,us
827,FL-170S-AL-44,30000,standard,243.98,170gsilk,bothsides,along
828,FL-170S-AL-44,30000,saver,231.66,170gsilk,bothsides,along
829,FL-170S-A4-44,30000,saver,889.61,170gsilk,bothsides,a4
830,FL-170S-A4-44,30000,standard,992.11,170gsilk,bothsides,a4
831,FL-170S-A6-40,30000,standard,257.69,170gsilk,oneside,a6
832,FL-170S-A6-40,30000,saver,234.27,170gsilk,oneside,a6
833,FL-170S-VK-44,30000,standard,313.54,170gsilk,bothsides,carresmall
834,FL-170S-VK-44,30000,saver,266.5,170gsilk,bothsides,carresmall
835,FL-170S-VK-40,30000,standard,305.65,170gsilk,oneside,carresmall
836,FL-170S-VK-40,30000,saver,290.37,170gsilk,oneside,carresmall
837,FL-170S-AL-40,30000,saver,231.66,170gsilk,oneside,along
838,FL-170S-AL-40,30000,standard,243.98,170gsilk,oneside,along
839,FL-170S-XL-40,30000,standard,649.51,170gsilk,oneside,xlong
840,FL-170S-XL-40,30000,saver,610.87,170gsilk,oneside,xlong
841,FL-170S-US-40,30000,standard,330.35,170gsilk,oneside,us
842,FL-170S-A7-44,30000,saver,125.52,170gsilk,bothsides,a7
843,FL-170S-US-40,30000,saver,300.32,170gsilk,oneside,us
844,FL-170S-A7-44,30000,standard,147.69,170gsilk,bothsides,a7
845,FL-170S-A5-40,30000,saver,431.1,170gsilk,oneside,a5
846,FL-170S-VG-40,30000,saver,627.15,170gsilk,oneside,carrelarge
847,FL-170S-VG-40,30000,standard,732.17,170gsilk,oneside,carrelarge
848,FL-170S-XL-44,30000,saver,610.87,170gsilk,bothsides,xlong
849,FL-170S-A5-40,30000,standard,489.09,170gsilk,oneside,a5
850,FL-170S-XL-44,30000,standard,649.51,170gsilk,bothsides,xlong
851,FL-170S-A4-40,30000,standard,957.64,170gsilk,oneside,a4
852,FL-170S-A4-40,30000,saver,868.04,170gsilk,oneside,a4
853,FL-170S-A7-40,30000,standard,128.64,170gsilk,oneside,a7
854,FL-170S-A7-40,30000,saver,110.34,170gsilk,oneside,a7
855,FL-170S-A5-44,30000,saver,441.32,170gsilk,bothsides,a5
856,FL-170S-US-44,35000,standard,389.16,170gsilk,bothsides,us
857,FL-170S-US-44,35000,saver,353.78,170gsilk,bothsides,us
858,FL-170S-A6-40,35000,saver,267.57,170gsilk,oneside,a6
859,FL-170S-A6-40,35000,standard,294.33,170gsilk,oneside,a6
860,FL-170S-A7-40,35000,standard,150.01,170gsilk,oneside,a7
861,FL-170S-A7-40,35000,saver,127.5,170gsilk,oneside,a7
862,FL-170S-VG-44,35000,saver,786.71,170gsilk,bothsides,carrelarge
863,FL-170S-XL-40,35000,standard,754.39,170gsilk,oneside,xlong
864,FL-170S-AL-40,35000,saver,264.66,170gsilk,oneside,along
865,FL-170S-AL-40,35000,standard,277.98,170gsilk,oneside,along
866,FL-170S-XL-40,35000,saver,706.55,170gsilk,oneside,xlong
867,FL-170S-A4-44,35000,saver,1038.31,170gsilk,bothsides,a4
868,FL-170S-A4-44,35000,standard,1154.35,170gsilk,bothsides,a4
869,FL-170S-VG-44,35000,standard,902.62,170gsilk,bothsides,carrelarge
870,FL-170S-A5-40,35000,standard,559.15,170gsilk,oneside,a5
871,FL-170S-A5-40,35000,saver,482.09,170gsilk,oneside,a5
872,FL-170S-AL-44,35000,standard,277.98,170gsilk,bothsides,along
873,FL-170S-AL-44,35000,saver,264.66,170gsilk,bothsides,along
874,FL-170S-VK-40,35000,saver,335.05,170gsilk,oneside,carresmall
875,FL-170S-VK-40,35000,standard,352.68,170gsilk,oneside,carresmall
876,FL-170S-A4-40,35000,saver,1009.9,170gsilk,oneside,a4
877,FL-170S-VM-40,35000,standard,438.22,170gsilk,oneside,carremedium
878,FL-170S-VM-40,35000,saver,388.35,170gsilk,oneside,carremedium
879,FL-170S-A4-40,35000,standard,1112.85,170gsilk,oneside,a4
880,FL-170S-A7-44,35000,saver,139.3,170gsilk,bothsides,a7
881,FL-170S-A7-44,35000,standard,163.88,170gsilk,bothsides,a7
882,FL-170S-VK-44,35000,standard,359.12,170gsilk,bothsides,carresmall
883,FL-170S-VK-44,35000,saver,305.26,170gsilk,bothsides,carresmall
884,FL-170S-A5-44,35000,standard,579.33,170gsilk,bothsides,a5
885,FL-170S-A5-44,35000,saver,505.68,170gsilk,bothsides,a5
886,FL-170S-US-40,35000,saver,343.47,170gsilk,oneside,us
887,FL-170S-VM-44,35000,saver,402.95,170gsilk,bothsides,carremedium
888,FL-170S-US-40,35000,standard,377.82,170gsilk,oneside,us
889,FL-170S-VM-44,35000,standard,452.82,170gsilk,bothsides,carremedium
890,FL-170S-A6-44,35000,standard,304.98,170gsilk,bothsides,a6
891,FL-170S-A6-44,35000,saver,259.58,170gsilk,bothsides,a6
892,FL-170S-VG-40,35000,standard,845.24,170gsilk,oneside,carrelarge
893,FL-170S-VG-40,35000,saver,729.33,170gsilk,oneside,carrelarge
894,FL-170S-XL-44,35000,saver,706.55,170gsilk,bothsides,xlong
895,FL-170S-XL-44,35000,standard,754.39,170gsilk,bothsides,xlong
896,FL-170S-A4-40,40000,saver,1151.58,170gsilk,oneside,a4
897,FL-170S-VG-40,40000,standard,964.35,170gsilk,oneside,carrelarge
898,FL-170S-A5-40,40000,standard,627.63,170gsilk,oneside,a5
899,FL-170S-A4-40,40000,standard,1357.22,170gsilk,oneside,a4
900,FL-170S-A5-40,40000,saver,533.49,170gsilk,oneside,a5
901,FL-170S-VG-40,40000,saver,766.54,170gsilk,oneside,carrelarge
902,FL-170S-A7-44,40000,standard,188.13,170gsilk,bothsides,a7
903,FL-170S-A7-44,40000,saver,159.91,170gsilk,bothsides,a7
904,FL-170S-VK-40,40000,standard,399.7,170gsilk,oneside,carresmall
905,FL-170S-VK-40,40000,saver,379.71,170gsilk,oneside,carresmall
906,FL-170S-XL-44,40000,saver,800.39,170gsilk,bothsides,xlong
907,FL-170S-XL-44,40000,standard,856.51,170gsilk,bothsides,xlong
908,FL-170S-XL-40,40000,saver,800.39,170gsilk,oneside,xlong
909,FL-170S-XL-40,40000,standard,856.51,170gsilk,oneside,xlong
910,FL-170S-US-40,40000,standard,429.11,170gsilk,oneside,us
911,FL-170S-US-40,40000,saver,390.1,170gsilk,oneside,us
912,FL-170S-AL-40,40000,saver,303.66,170gsilk,oneside,along
913,FL-170S-AL-40,40000,standard,318.98,170gsilk,oneside,along
914,FL-170S-A7-40,40000,saver,139.92,170gsilk,oneside,a7
915,FL-170S-A4-44,40000,saver,1186.06,170gsilk,bothsides,a4
916,FL-170S-AL-44,40000,saver,303.66,170gsilk,bothsides,along
917,FL-170S-AL-44,40000,standard,318.98,170gsilk,bothsides,along
918,FL-170S-A4-44,40000,standard,1391.7,170gsilk,bothsides,a4
919,FL-170S-VK-44,40000,saver,343.26,170gsilk,bothsides,carresmall
920,FL-170S-VM-44,40000,standard,535.08,170gsilk,bothsides,carremedium
921,FL-170S-VK-44,40000,standard,403.82,170gsilk,bothsides,carresmall
922,FL-170S-A6-40,40000,saver,304.76,170gsilk,oneside,a6
923,FL-170S-A6-40,40000,standard,335.24,170gsilk,oneside,a6
924,FL-170S-VM-44,40000,saver,450.24,170gsilk,bothsides,carremedium
925,FL-170S-VG-44,40000,saver,895.12,170gsilk,bothsides,carrelarge
926,FL-170S-VG-44,40000,standard,1092.93,170gsilk,bothsides,carrelarge
927,FL-170S-VM-40,40000,saver,433.76,170gsilk,oneside,carremedium
928,FL-170S-VM-40,40000,standard,524.6,170gsilk,oneside,carremedium
929,FL-170S-A7-40,40000,standard,163.45,170gsilk,oneside,a7
930,FL-170S-US-44,40000,saver,401.81,170gsilk,bothsides,us
931,FL-170S-US-44,40000,standard,441.99,170gsilk,bothsides,us
932,FL-170S-A6-44,40000,saver,291.89,170gsilk,bothsides,a6
933,FL-170S-A6-44,40000,standard,343.39,170gsilk,bothsides,a6
934,FL-170S-A5-44,40000,saver,571.1,170gsilk,bothsides,a5
935,FL-170S-A5-44,40000,standard,660.45,170gsilk,bothsides,a5
936,FL-170S-US-44,45000,standard,494.59,170gsilk,bothsides,us
937,FL-170S-US-44,45000,saver,449.63,170gsilk,bothsides,us
938,FL-170S-A6-44,45000,saver,320.87,170gsilk,bothsides,a6
939,FL-170S-A6-44,45000,standard,377.49,170gsilk,bothsides,a6
940,FL-170S-VK-40,45000,standard,446.73,170gsilk,oneside,carresmall
941,FL-170S-VK-40,45000,saver,424.39,170gsilk,oneside,carresmall
942,FL-170S-A5-40,45000,standard,703.4,170gsilk,oneside,a5
943,FL-170S-A5-40,45000,saver,597.9,170gsilk,oneside,a5
944,FL-170S-VG-40,45000,saver,860.22,170gsilk,oneside,carrelarge
945,FL-170S-VM-44,45000,saver,500.94,170gsilk,bothsides,carremedium
946,FL-170S-VM-44,45000,standard,598.78,170gsilk,bothsides,carremedium
947,FL-170S-A7-44,45000,standard,214.22,170gsilk,bothsides,a7
948,FL-170S-US-40,45000,saver,436.53,170gsilk,oneside,us
949,FL-170S-US-40,45000,standard,480.18,170gsilk,oneside,us
950,FL-170S-VG-40,45000,standard,1083.09,170gsilk,oneside,carrelarge
951,FL-170S-A7-44,45000,saver,182.09,170gsilk,bothsides,a7
952,FL-170S-A6-40,45000,standard,371.03,170gsilk,oneside,a6
953,FL-170S-A6-40,45000,saver,337.3,170gsilk,oneside,a6
954,FL-170S-AL-40,45000,standard,358.98,170gsilk,oneside,along
955,FL-170S-AL-40,45000,saver,341.66,170gsilk,oneside,along
956,FL-170S-VG-44,45000,saver,1008.04,170gsilk,bothsides,carrelarge
957,FL-170S-A5-44,45000,standard,741.52,170gsilk,bothsides,a5
958,FL-170S-A5-44,45000,saver,649.99,170gsilk,bothsides,a5
959,FL-170S-A7-40,45000,saver,168.17,170gsilk,oneside,a7
960,FL-170S-XL-40,45000,saver,902.51,170gsilk,oneside,xlong
961,FL-170S-XL-40,45000,standard,962.31,170gsilk,oneside,xlong
962,FL-170S-A7-40,45000,standard,197.84,170gsilk,oneside,a7
963,FL-170S-VG-44,45000,standard,1230.91,170gsilk,bothsides,carrelarge
964,FL-170S-VM-40,45000,standard,580.47,170gsilk,oneside,carremedium
965,FL-170S-A4-40,45000,saver,1298.27,170gsilk,oneside,a4
966,FL-170S-A4-40,45000,standard,1529.46,170gsilk,oneside,a4
967,FL-170S-AL-44,45000,standard,358.98,170gsilk,bothsides,along
968,FL-170S-AL-44,45000,saver,341.66,170gsilk,bothsides,along
969,FL-170S-VM-40,45000,saver,482.63,170gsilk,oneside,carremedium
970,FL-170S-VK-44,45000,standard,443.93,170gsilk,bothsides,carresmall
971,FL-170S-VK-44,45000,saver,377.34,170gsilk,bothsides,carresmall
972,FL-170S-A4-44,45000,saver,1333.52,170gsilk,bothsides,a4
973,FL-170S-A4-44,45000,standard,1564.71,170gsilk,bothsides,a4
974,FL-170S-XL-44,45000,standard,962.31,170gsilk,bothsides,xlong
975,FL-170S-XL-44,45000,saver,902.51,170gsilk,bothsides,xlong
976,FL-170S-VM-44,50000,saver,557.12,170gsilk,bothsides,carremedium
977,FL-170S-VM-44,50000,standard,667.51,170gsilk,bothsides,carremedium
978,FL-170S-VK-44,50000,saver,417.6,170gsilk,bothsides,carresmall
979,FL-170S-VK-44,50000,standard,491.29,170gsilk,bothsides,carresmall
980,FL-170S-XL-44,50000,standard,1065.35,170gsilk,bothsides,xlong
981,FL-170S-XL-44,50000,saver,997.27,170gsilk,bothsides,xlong
982,FL-170S-VG-44,50000,saver,1116.45,170gsilk,bothsides,carrelarge
983,FL-170S-VG-44,50000,standard,1364.37,170gsilk,bothsides,carrelarge
984,FL-170S-XL-40,50000,standard,1065.35,170gsilk,oneside,xlong
985,FL-170S-XL-40,50000,saver,997.27,170gsilk,oneside,xlong
986,FL-170S-A7-44,50000,saver,197.1,170gsilk,bothsides,a7
987,FL-170S-A7-44,50000,standard,231.89,170gsilk,bothsides,a7
988,FL-170S-VG-40,50000,standard,1201.81,170gsilk,oneside,carrelarge
989,FL-170S-VG-40,50000,saver,953.89,170gsilk,oneside,carrelarge
990,FL-170S-US-40,50000,saver,482.06,170gsilk,oneside,us
991,FL-170S-US-40,50000,standard,530.26,170gsilk,oneside,us
992,FL-170S-A5-40,50000,standard,778.71,170gsilk,oneside,a5
993,FL-170S-A5-40,50000,saver,661.91,170gsilk,oneside,a5
994,FL-170S-AL-40,50000,saver,375.66,170gsilk,oneside,along
995,FL-170S-AL-40,50000,standard,394.98,170gsilk,oneside,along
996,FL-170S-A4-40,50000,standard,1698.37,170gsilk,oneside,a4
997,FL-170S-A4-40,50000,saver,1440.13,170gsilk,oneside,a4
998,FL-170S-A5-44,50000,standard,825.56,170gsilk,bothsides,a5
999,FL-170S-VK-40,50000,standard,493.75,170gsilk,oneside,carresmall
1000,FL-170S-VK-40,50000,saver,469.06,170gsilk,oneside,carresmall
1001,FL-170S-A4-44,50000,saver,1481.52,170gsilk,bothsides,a4
1002,FL-170S-A4-44,50000,standard,1739.76,170gsilk,bothsides,a4
1003,FL-170S-A5-44,50000,saver,728.18,170gsilk,bothsides,a5
1004,FL-170S-A6-44,50000,standard,417.76,170gsilk,bothsides,a6
1005,FL-170S-A6-44,50000,saver,355.1,170gsilk,bothsides,a6
1006,FL-170S-AL-44,50000,saver,375.66,170gsilk,bothsides,along
1007,FL-170S-AL-44,50000,standard,394.98,170gsilk,bothsides,along
1008,FL-170S-VM-40,50000,saver,536.77,170gsilk,oneside,carremedium
1009,FL-170S-VM-40,50000,standard,647.16,170gsilk,oneside,carremedium
1010,FL-170S-US-44,50000,standard,546.17,170gsilk,bothsides,us
1011,FL-170S-US-44,50000,saver,496.52,170gsilk,bothsides,us
1012,FL-170S-A7-40,50000,saver,182.76,170gsilk,oneside,a7
1013,FL-170S-A7-40,50000,standard,215.01,170gsilk,oneside,a7
1014,FL-170S-A6-40,50000,saver,373.87,170gsilk,oneside,a6
1015,FL-170S-A6-40,50000,standard,411.26,170gsilk,oneside,a6
1016,FL-170S-A4-44,55000,standard,1918.03,170gsilk,bothsides,a4
1017,FL-170S-VM-40,55000,standard,814.98,170gsilk,oneside,carremedium
1018,FL-170S-VM-40,55000,saver,692.02,170gsilk,oneside,carremedium
1019,FL-170S-A4-44,55000,saver,1630.33,170gsilk,bothsides,a4
1020,FL-170S-A4-40,55000,standard,1880.61,170gsilk,oneside,a4
1021,FL-170S-A4-40,55000,saver,1596.83,170gsilk,oneside,a4
1022,FL-170S-A7-40,55000,saver,201.37,170gsilk,oneside,a7
1023,FL-170S-A7-40,55000,standard,236.92,170gsilk,oneside,a7
1024,FL-170S-AL-44,55000,standard,434.98,170gsilk,bothsides,along
1025,FL-170S-AL-44,55000,saver,413.66,170gsilk,bothsides,along
1026,FL-170S-A5-40,55000,standard,857.01,170gsilk,oneside,a5
1027,FL-170S-A5-40,55000,saver,728.45,170gsilk,oneside,a5
1028,FL-170S-A7-44,55000,saver,214.66,170gsilk,bothsides,a7
1029,FL-170S-VK-40,55000,saver,497.94,170gsilk,oneside,carresmall
1030,FL-170S-XL-44,55000,saver,1091.11,170gsilk,bothsides,xlong
1031,FL-170S-XL-44,55000,standard,1168.39,170gsilk,bothsides,xlong
1032,FL-170S-VK-40,55000,standard,524.13,170gsilk,oneside,carresmall
1033,FL-170S-VG-40,55000,saver,1046.08,170gsilk,oneside,carrelarge
1034,FL-170S-VG-40,55000,standard,1320.76,170gsilk,oneside,carrelarge
1035,FL-170S-A7-44,55000,standard,252.55,170gsilk,bothsides,a7
1036,FL-170S-US-40,55000,standard,663.04,170gsilk,oneside,us
1037,FL-170S-US-40,55000,saver,629.89,170gsilk,oneside,us
1038,FL-170S-XL-40,55000,saver,1091.11,170gsilk,oneside,xlong
1039,FL-170S-XL-40,55000,standard,1168.39,170gsilk,oneside,xlong
1040,FL-170S-AL-40,55000,saver,413.66,170gsilk,oneside,along
1041,FL-170S-A6-40,55000,saver,423.41,170gsilk,oneside,a6
1042,FL-170S-A6-40,55000,standard,445.69,170gsilk,oneside,a6
1043,FL-170S-VG-44,55000,saver,1548.81,170gsilk,bothsides,carrelarge
1044,FL-170S-A6-44,55000,standard,458.92,170gsilk,bothsides,a6
1045,FL-170S-AL-40,55000,standard,434.98,170gsilk,oneside,along
1046,FL-170S-A6-44,55000,saver,390.09,170gsilk,bothsides,a6
1047,FL-170S-VG-44,55000,standard,1823.3,170gsilk,bothsides,carrelarge
1048,FL-170S-VM-44,55000,standard,895.28,170gsilk,bothsides,carremedium
1049,FL-170S-US-44,55000,standard,697.94,170gsilk,bothsides,us
1050,FL-170S-US-44,55000,saver,663.04,170gsilk,bothsides,us
1051,FL-170S-VM-44,55000,saver,760.99,170gsilk,bothsides,carremedium
1052,FL-170S-A5-44,55000,standard,942.4,170gsilk,bothsides,a5
1053,FL-170S-A5-44,55000,saver,801.04,170gsilk,bothsides,a5
1054,FL-170S-VK-44,55000,standard,539.69,170gsilk,bothsides,carresmall
1055,FL-170S-VK-44,55000,saver,458.75,170gsilk,bothsides,carresmall
1056,FL-170S-A6-40,60000,standard,535.41,170gsilk,oneside,a6
1057,FL-170S-A6-40,60000,saver,508.64,170gsilk,oneside,a6
1058,FL-170S-AL-44,60000,standard,475.98,170gsilk,bothsides,along
1059,FL-170S-AL-44,60000,saver,452.66,170gsilk,bothsides,along
1060,FL-170S-US-44,60000,standard,762.29,170gsilk,bothsides,us
1061,FL-170S-US-44,60000,saver,724.18,170gsilk,bothsides,us
1062,FL-170S-AL-40,60000,standard,475.98,170gsilk,oneside,along
1063,FL-170S-AL-40,60000,saver,452.66,170gsilk,oneside,along
1064,FL-170S-A7-40,60000,standard,257.59,170gsilk,oneside,a7
1065,FL-170S-A7-40,60000,saver,218.93,170gsilk,oneside,a7
1066,FL-170S-A4-40,60000,saver,1741.53,170gsilk,oneside,a4
1067,FL-170S-A4-40,60000,standard,2050.85,170gsilk,oneside,a4
1068,FL-170S-A6-44,60000,saver,425.49,170gsilk,bothsides,a6
1069,FL-170S-A6-44,60000,standard,500.58,170gsilk,bothsides,a6
1070,FL-170S-A4-44,60000,standard,2091.46,170gsilk,bothsides,a4
1071,FL-170S-A4-44,60000,saver,1777.74,170gsilk,bothsides,a4
1072,FL-170S-VM-40,60000,saver,753.81,170gsilk,oneside,carremedium
1073,FL-170S-VM-40,60000,standard,886.84,170gsilk,oneside,carremedium
1074,FL-170S-A5-44,60000,standard,1028.24,170gsilk,bothsides,a5
1075,FL-170S-A5-44,60000,saver,874.01,170gsilk,bothsides,a5
