,SKU,Quantity,Service Level,Price,Paper Type,Sides Printed,Size
1076,FL-170S-A5-40,60000,standard,933.52,170gsilk,oneside,a5
1077,FL-170S-A5-40,60000,saver,793.49,170gsilk,oneside,a5
1078,FL-170S-VK-40,60000,standard,587.8,170gsilk,oneside,carresmall
1079,FL-170S-VK-40,60000,saver,558.41,170gsilk,oneside,carresmall
1080,FL-170S-VG-40,60000,saver,1140.27,170gsilk,oneside,carrelarge
1081,FL-170S-A7-44,60000,standard,276.53,170gsilk,bothsides,a7
1082,FL-170S-VG-44,60000,standard,1988.4,170gsilk,bothsides,carrelarge
1083,FL-170S-US-40,60000,saver,687.96,170gsilk,oneside,us
1084,FL-170S-US-40,60000,standard,724.18,170gsilk,oneside,us
1085,FL-170S-XL-40,60000,saver,1191.39,170gsilk,oneside,xlong
1086,FL-170S-XL-44,60000,standard,1272.35,170gsilk,bothsides,xlong
1087,FL-170S-XL-40,60000,standard,1272.35,170gsilk,oneside,xlong
1088,FL-170S-XL-44,60000,saver,1191.39,170gsilk,bothsides,xlong
1089,FL-170S-A7-44,60000,saver,235.05,170gsilk,bothsides,a7
1090,FL-170S-VG-40,60000,standard,1439.97,170gsilk,oneside,carrelarge
1091,FL-170S-VM-44,60000,standard,976.82,170gsilk,bothsides,carremedium
1092,FL-170S-VM-44,60000,saver,830.31,170gsilk,bothsides,carremedium
1093,FL-170S-VG-44,60000,saver,1688.85,170gsilk,bothsides,carrelarge
1094,FL-170S-VK-44,60000,standard,588.69,170gsilk,bothsides,carresmall
1095,FL-170S-VK-44,60000,saver,500.38,170gsilk,bothsides,carresmall
1096,FL-170S-A6-44,65000,standard,543.11,170gsilk,bothsides,a6
1097,FL-170S-VG-44,65000,standard,2153.32,170gsilk,bothsides,carrelarge
1098,FL-170S-VG-44,65000,saver,1830.32,170gsilk,bothsides,carrelarge
1099,FL-170S-VK-40,65000,standard,634.83,170gsilk,oneside,carresmall
1100,FL-170S-VK-40,65000,saver,603.09,170gsilk,oneside,carresmall
1101,FL-170S-A6-44,65000,saver,461.64,170gsilk,bothsides,a6
1102,FL-170S-XL-44,65000,standard,1370.79,170gsilk,bothsides,xlong
1103,FL-170S-VG-40,65000,standard,1553.17,170gsilk,oneside,carrelarge
1104,FL-170S-VG-40,65000,saver,1233.45,170gsilk,oneside,carrelarge
1105,FL-170S-XL-44,65000,saver,1286.15,170gsilk,bothsides,xlong
1106,FL-170S-VM-40,65000,saver,817.04,170gsilk,oneside,carremedium
1107,FL-170S-VM-40,65000,standard,961.21,170gsilk,oneside,carremedium
1108,FL-170S-A4-40,65000,saver,1885.63,170gsilk,oneside,a4
1109,FL-170S-A4-40,65000,standard,2218.39,170gsilk,oneside,a4
1110,FL-170S-A7-40,65000,standard,278.38,170gsilk,oneside,a7
1111,FL-170S-A7-40,65000,saver,236.62,170gsilk,oneside,a7
1112,FL-170S-US-44,65000,saver,785.31,170gsilk,bothsides,us
1113,FL-170S-AL-40,65000,standard,509.98,170gsilk,oneside,along
1114,FL-170S-AL-40,65000,saver,485.66,170gsilk,oneside,along
1115,FL-170S-US-44,65000,standard,826.64,170gsilk,bothsides,us
1116,FL-170S-AL-44,65000,saver,485.66,170gsilk,bothsides,along
1117,FL-170S-AL-44,65000,standard,509.98,170gsilk,bothsides,along
1118,FL-170S-A5-40,65000,saver,860.04,170gsilk,oneside,a5
1119,FL-170S-A5-40,65000,standard,1011.81,170gsilk,oneside,a5
1120,FL-170S-US-40,65000,standard,785.31,170gsilk,oneside,us
1121,FL-170S-US-40,65000,saver,746.04,170gsilk,oneside,us
1122,FL-170S-XL-40,65000,standard,1370.79,170gsilk,oneside,xlong
1123,FL-170S-XL-40,65000,saver,1286.15,170gsilk,oneside,xlong
1124,FL-170S-A5-44,65000,saver,946.63,170gsilk,bothsides,a5
1125,FL-170S-A5-44,65000,standard,1113.7,170gsilk,bothsides,a5
1126,FL-170S-A6-40,65000,saver,551.05,170gsilk,oneside,a6
1127,FL-170S-VM-44,65000,standard,1058.01,170gsilk,bothsides,carremedium
1128,FL-170S-A4-44,65000,standard,2266.66,170gsilk,bothsides,a4
1129,FL-170S-A4-44,65000,saver,1926.65,170gsilk,bothsides,a4
1130,FL-170S-VK-44,65000,saver,542.88,170gsilk,bothsides,carresmall
1131,FL-170S-VK-44,65000,standard,638.7,170gsilk,bothsides,carresmall
1132,FL-170S-VM-44,65000,saver,899.31,170gsilk,bothsides,carremedium
1133,FL-170S-A6-40,65000,standard,580.07,170gsilk,oneside,a6
1134,FL-170S-A7-44,65000,standard,302.23,170gsilk,bothsides,a7
1135,FL-170S-A7-44,65000,saver,256.89,170gsilk,bothsides,a7
1136,FL-170S-XL-40,70000,standard,1471.99,170gsilk,oneside,xlong
1137,FL-170S-XL-40,70000,saver,1379.07,170gsilk,oneside,xlong
1138,FL-170S-US-40,70000,standard,846.44,170gsilk,oneside,us
1139,FL-170S-A5-44,70000,standard,1198.95,170gsilk,bothsides,a5
1140,FL-170S-A5-44,70000,saver,1019.11,170gsilk,bothsides,a5
1141,FL-170S-A5-40,70000,saver,925.3,170gsilk,oneside,a5
1142,FL-170S-A5-40,70000,standard,1088.58,170gsilk,oneside,a5
1143,FL-170S-US-40,70000,saver,804.12,170gsilk,oneside,us
1144,FL-170S-AL-40,70000,standard,549.98,170gsilk,oneside,along
1145,FL-170S-AL-40,70000,saver,523.66,170gsilk,oneside,along
1146,FL-170S-US-44,70000,standard,890.99,170gsilk,bothsides,us
1147,FL-170S-US-44,70000,saver,846.44,170gsilk,bothsides,us
1148,FL-170S-AL-44,70000,standard,549.98,170gsilk,bothsides,along
1149,FL-170S-AL-44,70000,saver,523.66,170gsilk,bothsides,along
1150,FL-170S-VM-44,70000,saver,968.15,170gsilk,bothsides,carremedium
1151,FL-170S-VM-44,70000,standard,1139.01,170gsilk,bothsides,carremedium
1152,FL-170S-VK-44,70000,saver,583.46,170gsilk,bothsides,carresmall
1153,FL-170S-A6-40,70000,standard,623.81,170gsilk,oneside,a6
1154,FL-170S-A6-40,70000,saver,592.62,170gsilk,oneside,a6
1155,FL-170S-VK-44,70000,standard,686.45,170gsilk,bothsides,carresmall
1156,FL-170S-A7-40,70000,standard,300.26,170gsilk,oneside,a7
1157,FL-170S-A7-40,70000,saver,255.22,170gsilk,oneside,a7
1158,FL-170S-A4-44,70000,saver,2074.12,170gsilk,bothsides,a4
1159,FL-170S-A4-44,70000,standard,2440.15,170gsilk,bothsides,a4
1160,FL-170S-A4-40,70000,standard,2389.42,170gsilk,oneside,a4
1161,FL-170S-A4-40,70000,saver,2031.02,170gsilk,oneside,a4
1162,FL-170S-VG-44,70000,saver,1970.41,170gsilk,bothsides,carrelarge
1163,FL-170S-VM-40,70000,saver,879.03,170gsilk,oneside,carremedium
1164,FL-170S-VM-40,70000,standard,1034.15,170gsilk,oneside,carremedium
1165,FL-170S-VG-44,70000,standard,2318.15,170gsilk,bothsides,carrelarge
1166,FL-170S-XL-44,70000,saver,1379.07,170gsilk,bothsides,xlong
1167,FL-170S-XL-44,70000,standard,1471.99,170gsilk,bothsides,xlong
1168,FL-170S-VG-40,70000,standard,1671.75,170gsilk,oneside,carrelarge
1169,FL-170S-VK-40,70000,standard,681.85,170gsilk,oneside,carresmall
1170,FL-170S-A7-44,70000,saver,273.62,170gsilk,bothsides,a7
1171,FL-170S-VG-40,70000,saver,1327.65,170gsilk,oneside,carrelarge
1172,FL-170S-A7-44,70000,standard,321.91,170gsilk,bothsides,a7
1173,FL-170S-VK-40,70000,saver,647.76,170gsilk,oneside,carresmall
1174,FL-170S-A6-44,70000,standard,583.71,170gsilk,bothsides,a6
1175,FL-170S-A6-44,70000,saver,496.15,170gsilk,bothsides,a6
1176,FL-170S-US-40,75000,standard,907.57,170gsilk,oneside,us
1177,FL-170S-A7-44,75000,standard,343.32,170gsilk,bothsides,a7
1178,FL-170S-A7-44,75000,saver,291.83,170gsilk,bothsides,a7
1179,FL-170S-XL-40,75000,saver,1479.35,170gsilk,oneside,xlong
1180,FL-170S-XL-40,75000,standard,1575.95,170gsilk,oneside,xlong
1181,FL-170S-US-40,75000,saver,862.19,170gsilk,oneside,us
1182,FL-170S-VM-44,75000,saver,1036.14,170gsilk,bothsides,carremedium
1183,FL-170S-VM-44,75000,standard,1218.99,170gsilk,bothsides,carremedium
1184,FL-170S-XL-44,75000,saver,1479.35,170gsilk,bothsides,xlong
1185,FL-170S-XL-44,75000,standard,1575.95,170gsilk,bothsides,xlong
1186,FL-170S-VG-40,75000,saver,1421.48,170gsilk,oneside,carrelarge
1187,FL-170S-VG-40,75000,standard,1790.65,170gsilk,oneside,carrelarge
1188,FL-170S-VK-44,75000,saver,624.73,170gsilk,bothsides,carresmall
1189,FL-170S-VK-44,75000,standard,734.98,170gsilk,bothsides,carresmall
1190,FL-170S-VG-44,75000,saver,2110.67,170gsilk,bothsides,carrelarge
1191,FL-170S-VG-44,75000,standard,2483.14,170gsilk,bothsides,carrelarge
1192,FL-170S-A6-40,75000,saver,635.1,170gsilk,oneside,a6
1193,FL-170S-A6-40,75000,standard,668.53,170gsilk,oneside,a6
1194,FL-170S-A4-40,75000,standard,2560.72,170gsilk,oneside,a4
1195,FL-170S-A4-40,75000,saver,2176.62,170gsilk,oneside,a4
1196,FL-170S-A7-40,75000,saver,273.56,170gsilk,oneside,a7
1197,FL-170S-A7-40,75000,standard,321.84,170gsilk,oneside,a7
1198,FL-170S-A4-44,75000,saver,2221.75,170gsilk,bothsides,a4
1199,FL-170S-A4-44,75000,standard,2613.83,170gsilk,bothsides,a4
1200,FL-170S-US-44,75000,standard,955.34,170gsilk,bothsides,us
1201,FL-170S-AL-40,75000,saver,562.66,170gsilk,oneside,along
1202,FL-170S-AL-40,75000,standard,590.98,170gsilk,oneside,along
1203,FL-170S-US-44,75000,saver,907.57,170gsilk,bothsides,us
1204,FL-170S-A6-44,75000,standard,624.98,170gsilk,bothsides,a6
1205,FL-170S-A6-44,75000,saver,531.23,170gsilk,bothsides,a6
1206,FL-170S-VK-40,75000,standard,728.88,170gsilk,oneside,carresmall
1207,FL-170S-VK-40,75000,saver,692.44,170gsilk,oneside,carresmall
1208,FL-170S-AL-44,75000,saver,562.66,170gsilk,bothsides,along
1209,FL-170S-AL-44,75000,standard,590.98,170gsilk,bothsides,along
1210,FL-170S-VM-40,75000,standard,1108.34,170gsilk,oneside,carremedium
1211,FL-170S-A5-40,75000,saver,991.67,170gsilk,oneside,a5
1212,FL-170S-A5-40,75000,standard,1166.68,170gsilk,oneside,a5
1213,FL-170S-VM-40,75000,saver,942.09,170gsilk,oneside,carremedium
1214,FL-170S-A5-44,75000,saver,1090.68,170gsilk,bothsides,a5
1215,FL-170S-A5-44,75000,standard,1283.15,170gsilk,bothsides,a5
1216,FL-170S-A5-40,80000,standard,1244.64,170gsilk,oneside,a5
1217,FL-170S-VG-40,80000,standard,1910,170gsilk,oneside,carrelarge
1218,FL-170S-XL-40,80000,saver,1574.11,170gsilk,oneside,xlong
1219,FL-170S-VK-40,80000,saver,737.1,170gsilk,oneside,carresmall
1220,FL-170S-VK-40,80000,standard,775.9,170gsilk,oneside,carresmall
1221,FL-170S-XL-40,80000,standard,1678.99,170gsilk,oneside,xlong
1222,FL-170S-A7-44,80000,saver,308.54,170gsilk,bothsides,a7
1223,FL-170S-A7-44,80000,standard,362.99,170gsilk,bothsides,a7
1224,FL-170S-XL-44,80000,saver,1574.11,170gsilk,bothsides,xlong
1225,FL-170S-XL-44,80000,standard,1678.99,170gsilk,bothsides,xlong
1226,FL-170S-A5-40,80000,saver,1057.95,170gsilk,oneside,a5
1227,FL-170S-VG-40,80000,saver,1515.31,170gsilk,oneside,carrelarge
1228,FL-170S-A4-44,80000,standard,2787.52,170gsilk,bothsides,a4
1229,FL-170S-VM-40,80000,standard,1182.41,170gsilk,oneside,carremedium
1230,FL-170S-VM-40,80000,saver,1005.06,170gsilk,oneside,carremedium
1231,FL-170S-A4-44,80000,saver,2369.39,170gsilk,bothsides,a4
1232,FL-170S-A6-44,80000,saver,566.91,170gsilk,bothsides,a6
1233,FL-170S-A6-44,80000,standard,666.96,170gsilk,bothsides,a6
1234,FL-170S-VG-44,80000,saver,2250.92,170gsilk,bothsides,carrelarge
1235,FL-170S-VG-44,80000,standard,2648.14,170gsilk,bothsides,carrelarge
1236,FL-170S-A4-40,80000,saver,2319.9,170gsilk,oneside,a4
1237,FL-170S-A4-40,80000,standard,2729.3,170gsilk,oneside,a4
1238,FL-170S-VM-44,80000,saver,1105.52,170gsilk,bothsides,carremedium
1239,FL-170S-VM-44,80000,standard,1300.6,170gsilk,bothsides,carremedium
1240,FL-170S-AL-40,80000,saver,595.66,170gsilk,oneside,along
1241,FL-170S-US-44,80000,saver,968.71,170gsilk,bothsides,us
1242,FL-170S-A6-40,80000,standard,713.72,170gsilk,oneside,a6
1243,FL-170S-A6-40,80000,saver,678.03,170gsilk,oneside,a6
1244,FL-170S-US-44,80000,standard,1019.69,170gsilk,bothsides,us
1245,FL-170S-AL-40,80000,standard,625.98,170gsilk,oneside,along
1246,FL-170S-A7-40,80000,standard,343.3,170gsilk,oneside,a7
1247,FL-170S-A7-40,80000,saver,291.8,170gsilk,oneside,a7
1248,FL-170S-VK-44,80000,saver,666.7,170gsilk,bothsides,carresmall
1249,FL-170S-VK-44,80000,standard,784.35,170gsilk,bothsides,carresmall
1250,FL-170S-A5-44,80000,standard,1369.05,170gsilk,bothsides,a5
1251,FL-170S-US-40,80000,standard,968.71,170gsilk,oneside,us
1252,FL-170S-US-40,80000,saver,920.27,170gsilk,oneside,us
1253,FL-170S-A5-44,80000,saver,1163.7,170gsilk,bothsides,a5
1254,FL-170S-AL-44,80000,saver,595.66,170gsilk,bothsides,along
1255,FL-170S-AL-44,80000,standard,625.98,170gsilk,bothsides,along
1256,FL-170S-US-44,85000,standard,1084.04,170gsilk,bothsides,us
1257,FL-170S-US-44,85000,saver,1029.84,170gsilk,bothsides,us
1258,FL-170S-A5-44,85000,saver,1236.54,170gsilk,bothsides,a5
1259,FL-170S-A5-44,85000,standard,1454.75,170gsilk,bothsides,a5
1260,FL-170S-XL-40,85000,saver,1667.95,170gsilk,oneside,xlong
1261,FL-170S-XL-40,85000,standard,1782.03,170gsilk,oneside,xlong
1262,FL-170S-AL-40,85000,saver,634.66,170gsilk,oneside,along
1263,FL-170S-A6-40,85000,standard,758.45,170gsilk,oneside,a6
1264,FL-170S-A6-40,85000,saver,720.52,170gsilk,oneside,a6
1265,FL-170S-VG-44,85000,saver,2391.93,170gsilk,bothsides,carrelarge
1266,FL-170S-VG-44,85000,standard,2814.03,170gsilk,bothsides,carrelarge
1267,FL-170S-VK-44,85000,standard,834.74,170gsilk,bothsides,carresmall
1268,FL-170S-VM-44,85000,saver,1174.72,170gsilk,bothsides,carremedium
1269,FL-170S-VM-44,85000,standard,1382.01,170gsilk,bothsides,carremedium
1270,FL-170S-VK-44,85000,saver,709.53,170gsilk,bothsides,carresmall
1271,FL-170S-A6-44,85000,standard,709.82,170gsilk,bothsides,a6
1272,FL-170S-AL-40,85000,standard,666.98,170gsilk,oneside,along
1273,FL-170S-A6-44,85000,saver,603.34,170gsilk,bothsides,a6
1274,FL-170S-XL-44,85000,standard,1782.03,170gsilk,bothsides,xlong
1275,FL-170S-XL-44,85000,saver,1667.95,170gsilk,bothsides,xlong
1276,FL-170S-VG-40,85000,standard,2028.87,170gsilk,oneside,carrelarge
1277,FL-170S-VG-40,85000,saver,1609.58,170gsilk,oneside,carrelarge
1278,FL-170S-VK-40,85000,standard,822.93,170gsilk,oneside,carresmall
1279,FL-170S-AL-44,85000,saver,634.66,170gsilk,bothsides,along
1280,FL-170S-AL-44,85000,standard,666.98,170gsilk,bothsides,along
1281,FL-170S-VK-40,85000,saver,781.78,170gsilk,oneside,carresmall
1282,FL-170S-A4-44,85000,saver,2517.82,170gsilk,bothsides,a4
1283,FL-170S-A4-40,85000,standard,2900.4,170gsilk,oneside,a4
1284,FL-170S-A4-40,85000,saver,2465.33,170gsilk,oneside,a4
1285,FL-170S-A4-44,85000,standard,2962.13,170gsilk,bothsides,a4
1286,FL-170S-A7-44,85000,saver,326.04,170gsilk,bothsides,a7
1287,FL-170S-A7-44,85000,standard,383.57,170gsilk,bothsides,a7
1288,FL-170S-A7-40,85000,saver,310.58,170gsilk,oneside,a7
1289,FL-170S-US-40,85000,saver,978.35,170gsilk,oneside,us
1290,FL-170S-US-40,85000,standard,1029.84,170gsilk,oneside,us
1291,FL-170S-A7-40,85000,standard,365.38,170gsilk,oneside,a7
1292,FL-170S-VM-40,85000,saver,1067.8,170gsilk,oneside,carremedium
1293,FL-170S-VM-40,85000,standard,1256.23,170gsilk,oneside,carremedium
1294,FL-170S-A5-40,85000,standard,1322.35,170gsilk,oneside,a5
1295,FL-170S-A5-40,85000,saver,1124.01,170gsilk,oneside,a5
1296,FL-170S-A5-44,90000,standard,1540.02,170gsilk,bothsides,a5
1297,FL-170S-A5-44,90000,saver,1309.02,170gsilk,bothsides,a5
1298,FL-170S-A7-40,90000,standard,385.52,170gsilk,oneside,a7
1299,FL-170S-VM-44,90000,saver,1243.57,170gsilk,bothsides,carremedium
1300,FL-170S-VK-44,90000,standard,882.1,170gsilk,bothsides,carresmall
1301,FL-170S-VK-44,90000,saver,749.78,170gsilk,bothsides,carresmall
1302,FL-170S-VM-44,90000,standard,1463.02,170gsilk,bothsides,carremedium
1303,FL-170S-A5-40,90000,saver,1189.42,170gsilk,oneside,a5
1304,FL-170S-A5-40,90000,standard,1399.32,170gsilk,oneside,a5
1305,FL-170S-AL-40,90000,standard,706.98,170gsilk,oneside,along
1306,FL-170S-AL-40,90000,saver,672.66,170gsilk,oneside,along
1307,FL-170S-AL-44,90000,saver,672.66,170gsilk,bothsides,along
1308,FL-170S-AL-44,90000,standard,706.98,170gsilk,bothsides,along
1309,FL-170S-US-44,90000,standard,1148.39,170gsilk,bothsides,us
1310,FL-170S-VK-40,90000,standard,869.95,170gsilk,oneside,carresmall
1311,FL-170S-A6-40,90000,standard,802.33,170gsilk,oneside,a6
1312,FL-170S-A7-40,90000,saver,327.69,170gsilk,oneside,a7
1313,FL-170S-A6-40,90000,saver,762.21,170gsilk,oneside,a6
1314,FL-170S-VK-40,90000,saver,826.45,170gsilk,oneside,carresmall
1315,FL-170S-US-44,90000,saver,1090.97,170gsilk,bothsides,us
1316,FL-170S-A4-44,90000,saver,2665.44,170gsilk,bothsides,a4
1317,FL-170S-A6-44,90000,standard,750.09,170gsilk,bothsides,a6
1318,FL-170S-A6-44,90000,saver,637.57,170gsilk,bothsides,a6
1319,FL-170S-A4-44,90000,standard,3135.81,170gsilk,bothsides,a4
1320,FL-170S-VM-40,90000,saver,1129.94,170gsilk,oneside,carremedium
1321,FL-170S-A7-44,90000,saver,351.37,170gsilk,bothsides,a7
1322,FL-170S-A7-44,90000,standard,413.37,170gsilk,bothsides,a7
1323,FL-170S-VG-44,90000,standard,2979.02,170gsilk,bothsides,carrelarge
1324,FL-170S-VG-44,90000,saver,2532.17,170gsilk,bothsides,carrelarge
1325,FL-170S-VG-40,90000,standard,2147.63,170gsilk,oneside,carrelarge
1326,FL-170S-VG-40,90000,saver,1702.86,170gsilk,oneside,carrelarge
1327,FL-170S-XL-40,90000,standard,1888.75,170gsilk,oneside,xlong
1328,FL-170S-XL-40,90000,saver,1770.99,170gsilk,oneside,xlong
1329,FL-170S-XL-44,90000,standard,1888.75,170gsilk,bothsides,xlong
1330,FL-170S-XL-44,90000,saver,1770.99,170gsilk,bothsides,xlong
1331,FL-170S-VM-40,90000,standard,1329.35,170gsilk,oneside,carremedium
1332,FL-170S-US-40,90000,saver,1036.42,170gsilk,oneside,us
1333,FL-170S-US-40,90000,standard,1090.97,170gsilk,oneside,us
1334,FL-170S-A4-40,90000,saver,2611.04,170gsilk,oneside,a4
1335,FL-170S-A4-40,90000,standard,3071.81,170gsilk,oneside,a4
1336,FL-170S-A5-40,95000,saver,1296.13,170gsilk,oneside,a5
1337,FL-170S-A7-40,95000,saver,345.61,170gsilk,oneside,a7
1338,FL-170S-A6-40,95000,standard,847.19,170gsilk,oneside,a6
1339,FL-170S-A5-40,95000,standard,1524.85,170gsilk,oneside,a5
1340,FL-170S-A6-40,95000,saver,804.82,170gsilk,oneside,a6
1341,FL-170S-AL-40,95000,standard,740.98,170gsilk,oneside,along
1342,FL-170S-AL-40,95000,saver,705.66,170gsilk,oneside,along
1343,FL-170S-VK-40,95000,saver,871.13,170gsilk,oneside,carresmall
1344,FL-170S-VK-40,95000,standard,916.98,170gsilk,oneside,carresmall
1345,FL-170S-US-44,95000,standard,1212.74,170gsilk,bothsides,us
1346,FL-170S-US-44,95000,saver,1121.47,170gsilk,bothsides,us
1347,FL-170S-A5-44,95000,standard,1624.21,170gsilk,bothsides,a5
1348,FL-170S-A5-44,95000,saver,1380.59,170gsilk,bothsides,a5
1349,FL-170S-VG-44,95000,standard,3146.66,170gsilk,bothsides,carrelarge
1350,FL-170S-VG-44,95000,saver,2674.66,170gsilk,bothsides,carrelarge
1351,FL-170S-A7-40,95000,standard,406.59,170gsilk,oneside,a7
1352,FL-170S-VM-40,95000,standard,1448.61,170gsilk,oneside,carremedium
1353,FL-170S-VM-40,95000,saver,1231.33,170gsilk,oneside,carremedium
1354,FL-170S-A4-44,95000,saver,2815.43,170gsilk,bothsides,a4
1355,FL-170S-XL-40,95000,standard,1990.87,170gsilk,oneside,xlong
1356,FL-170S-XL-40,95000,saver,1864.83,170gsilk,oneside,xlong
1357,FL-170S-A4-44,95000,standard,3312.27,170gsilk,bothsides,a4
1358,FL-170S-A4-40,95000,saver,2755.46,170gsilk,oneside,a4
1359,FL-170S-A4-40,95000,standard,3241.72,170gsilk,oneside,a4
1360,FL-170S-US-40,95000,standard,1152.1,170gsilk,oneside,us
1361,FL-170S-US-40,95000,saver,1094.49,170gsilk,oneside,us
1362,FL-170S-VK-44,95000,standard,930.73,170gsilk,bothsides,carresmall
1363,FL-170S-VK-44,95000,saver,791.13,170gsilk,bothsides,carresmall
1364,FL-170S-VM-44,95000,standard,1543,170gsilk,bothsides,carremedium
1365,FL-170S-VM-44,95000,saver,1311.55,170gsilk,bothsides,carremedium
1366,FL-170S-A7-44,95000,standard,433.15,170gsilk,bothsides,a7
1367,FL-170S-A7-44,95000,saver,368.17,170gsilk,bothsides,a7
1368,FL-170S-XL-44,95000,saver,1864.83,170gsilk,bothsides,xlong
1369,FL-170S-AL-44,95000,standard,740.98,170gsilk,bothsides,along
1370,FL-170S-AL-44,95000,saver,705.66,170gsilk,bothsides,along
1371,FL-170S-A6-44,95000,saver,672.72,170gsilk,bothsides,a6
1372,FL-170S-A6-44,95000,standard,791.44,170gsilk,bothsides,a6
1373,FL-170S-XL-44,95000,standard,1990.87,170gsilk,bothsides,xlong
1374,FL-170S-VG-40,95000,standard,2266.55,170gsilk,oneside,carrelarge
1375,FL-170S-VG-40,95000,saver,1797.14,170gsilk,oneside,carrelarge
1376,FL-170S-A6-44,100000,standard,833.91,170gsilk,bothsides,a6
1377,FL-170S-VK-40,100000,standard,964,170gsilk,oneside,carresmall
1378,FL-170S-VK-40,100000,saver,915.8,170gsilk,oneside,carresmall
1379,FL-170S-A4-40,100000,saver,2901.06,170gsilk,oneside,a4
1380,FL-170S-A4-40,100000,standard,3413.02,170gsilk,oneside,a4
1381,FL-170S-A6-44,100000,saver,708.82,170gsilk,bothsides,a6
1382,FL-170S-A4-44,100000,saver,2963.17,170gsilk,bothsides,a4
1383,FL-170S-A4-44,100000,standard,3486.08,170gsilk,bothsides,a4
1384,FL-170S-VM-40,100000,saver,1325.12,170gsilk,oneside,carremedium
1385,FL-170S-VM-40,100000,standard,1558.96,170gsilk,oneside,carremedium
1386,FL-170S-VG-40,100000,saver,1890.88,170gsilk,oneside,carrelarge
1387,FL-170S-VG-40,100000,standard,2379.79,170gsilk,oneside,carrelarge
1388,FL-170S-US-40,100000,standard,1213.24,170gsilk,oneside,us
1389,FL-170S-US-40,100000,saver,1152.57,170gsilk,oneside,us
1390,FL-170S-XL-40,100000,standard,2093.91,170gsilk,oneside,xlong
1391,FL-170S-XL-40,100000,saver,1959.59,170gsilk,oneside,xlong
1392,FL-170S-A7-44,100000,standard,454.11,170gsilk,bothsides,a7
1393,FL-170S-A7-44,100000,saver,385.99,170gsilk,bothsides,a7
1394,FL-170S-XL-44,100000,standard,2093.91,170gsilk,bothsides,xlong
1395,FL-170S-VM-44,100000,saver,1381.89,170gsilk,bothsides,carremedium
1396,FL-170S-VM-44,100000,standard,1625.74,170gsilk,bothsides,carremedium
1397,FL-170S-XL-44,100000,saver,1959.59,170gsilk,bothsides,xlong
1398,FL-170S-VG-44,100000,standard,3311.78,170gsilk,bothsides,carrelarge
1399,FL-170S-VG-44,100000,saver,2815.02,170gsilk,bothsides,carrelarge
1400,FL-170S-VK-44,100000,standard,980.67,170gsilk,bothsides,carresmall
1401,FL-170S-A7-40,100000,standard,428.63,170gsilk,oneside,a7
1402,FL-170S-A7-40,100000,saver,364.33,170gsilk,oneside,a7
1403,FL-170S-US-44,100000,saver,1151.96,170gsilk,bothsides,us
1404,FL-170S-US-44,100000,standard,1277.09,170gsilk,bothsides,us
1405,FL-170S-AL-40,100000,saver,744.66,170gsilk,oneside,along
1406,FL-170S-AL-40,100000,standard,781.98,170gsilk,oneside,along
1407,FL-170S-A6-40,100000,saver,846.98,170gsilk,oneside,a6
1408,FL-170S-A6-40,100000,standard,891.56,170gsilk,oneside,a6
1409,FL-170S-A5-40,100000,standard,1641.01,170gsilk,oneside,a5
1410,FL-170S-A5-40,100000,saver,1394.86,170gsilk,oneside,a5
1411,FL-170S-A5-44,100000,standard,1710.09,170gsilk,bothsides,a5
1412,FL-170S-A5-44,100000,saver,1454.62,170gsilk,bothsides,a5
1413,FL-170S-AL-44,100000,saver,744.66,170gsilk,bothsides,along
1414,FL-170S-AL-44,100000,standard,781.98,170gsilk,bothsides,along
1415,FL-170S-VK-44,100000,saver,833.57,170gsilk,bothsides,carresmall
